ASIN,Title,Manufacturer,Product_Dimensions_inches,Batteries,Date_First_Available,Item_Weight,Is_Discontinued_By_Manufacturer,Item_model_number,seller,Seller_rank,Seller_category
B08MYT9HGJ,"3 Pack Lightning to 3.5 mm Headphone Jack Adapter,[Apple MFi Certified] iPhone Headphone Adapter Lightning to Audio Jack Aux Converter Compatible with iPhone 12/11/SE/XS/XR/X 8 7/iPad/iPod",Belcompany,6.57 x 4.25 x 0.35 ,,2020-11-22,0.05072,,,HWCX,941,HeadphoneAdapters
B07THB9HWG,"TREBLAB BT5 - Premium On-Ear Wireless Headphones - High-Intensity HD Sound w/Bluetooth 5.0 Over-Ear Microphone, Waterproof IPX4 for Sports Workout, Travel, Work. 24H Play, Passive Noise Cancelling",Productech,7.68 x 6.1 x 1.57 ,1 Lithium ion batteries required. (included),2019-06-24,1.36,,BT5,Productech,811,On-EarHeadphones
B08GS3KPJJ,"Blade Hawks Gaming Headset for PS4 Xbox One, Wired PC Gaming Headphones RGB with Noise Canceling Mic 7.1 Surround Sound Air Permeable Earmuffs for Switch/PC/Mac",Blade Hawks,9.17 x 7.6 x 4.49 ,,2020-08-27,1.01,,GH-05,FRS US,9323,VideoGames
B07JZ3F53R,"Krone Kalpasmos 75MM Ear Pads for AKG K518LE/Audio Technica ATH S200BT/Sony MDR-NC6/JVC On-Ear Headphones (Full List Inside), White Protein Leather Grey Dust Mat Replacement Ear Muffs (White&Grey)",Krone Kalpasmos us,2.95 x 2.95 x 0.7 ,,2018-10-29,0.0672,No,White & Grey,Krone Kalpasmos,4845,HeadphoneEarpads
B08K7F45FP,"Bone Conduction Headphones Bluetooth Wireless Sports Headset,FIGMASU Titanium Lightweight Open Ear Stereo Music Sweat Resistant Answer Phone Call for Running Hiking Driving Bicycling (Silver)",FIGMASU,6.5 x 5.2 x 2 ,1 Lithium Polymer batteries required. (included),2020-09-27,0.848,,F806,HAOSEN,7842,Earbud
B003M8NVFS,"4-Channel Portable Stereo Headphone Amplifier - Professional Multi Channel Mini Earphone Splitter Amp w/ 4 ¼” Balanced TRS Headphones Output Jack and 1/4"" TRS Audio Input For Sound Mixer - Pyle PHA40 BLACK",Sound Around,4.3 x 2 x 5.8 ,,2010-05-14,2.176,No,PHA40,,27,HeadphoneAmps
B08C2P36CC,"Earphones Headphone Heavy Bass Stereo Earbuds Noise Isolating Tangle Free Headsets in Ear Headphones with Remote & Microphone,for iOS and Android,Laptops,Gaming",SIKAMARU,3.15 x 0.59 x 6.3 ,,2020-06-30,0.3824,,,LONELYSTAR,1858,Earbud
B07WGMT883,"AKSONIC Athlete Bluetooth Headphones Over Ear Headset aptX Low Latency Wireless with Mic, Dual Device Connection, Comfortable Protein Leather Earpads Works with Metal Detector",AKSONIC,6.1 x 8 x 2.8 ,1 Product Specific batteries required. (included),2019-08-14,1.184,No,BT80,AKSONIC eStore,3111,Over-EarHeadphones
B07D7XJG62,"TV Headphones, BKM100 Wireless Headphones for TV with Bluetooth Transmitter & Receiver Set (CSR BC8670) with Optical, Plug & Play, Foldable, No Delay, Hi-Fi Stereo Digital Headset for TV/Phones/PC",Make Mate,7 x 5.6 x 2.3 ,1 Lithium Polymer batteries required.,2018-06-14,0.848,No,4353513800,JYElectornic Store,447,Over-EarHeadphones
B0859BMQ5M,"Open Ear Headphones, MONODEAL Bone Conduction Headphones Wireless Bluetooth Headset with Microphone for Phone Calls, Running, Sports (Grey)",MONODEAL,5 x 4 x 1.5 ,,2020-02-27,1.072,,BG-01,MonoDeals,5256,Earbud
B07JHKMNNP,Gabba Goods 3 Piece Gift Set Premium LED Light Up in The Dark Unicorn Over The Ear Earphones Comfort Padded Stereo Headphones AUX Cable | Ear Buds & Bluetooth Stereo Speaker,Gabba Goods,12 x 3 x 8.8 ,1 Lithium ion batteries required. (included),,1.3,No,,GabbaGoods,1763,Over-EarHeadphones
B07NS518C7,"Simpoku X1 Extra Long Cord Laptop Computer Earbuds with Microphone, Stereo Wired in-Ear Metal TV Headphones with Extension Coil Cable",Jianku,41.34 x 0.59 x 0.59 ,,2019-01-07,0.2304,No,sibe212,Simpoku,2233,Earbud
B089DCWV8S,"Stereo Over-Ear Headphones, Foldable Wireless Bluetooth Headphones with Microphone, Support Tf Card MP3 Mode, Soft Adjustable Earpads, Ideal for Travel, Work, Airplane, and etc.",Saimly,8.66 x 10.63 x 4.72 ,,2019-10-16,0.09024,,XP-02,Saimly,1806,Over-EarHeadphones
B07WDRLKM3,Limited Edition Midnight Blue Ear Pads Compatible with Bose QuietComfort 35 (QC35) QuietComfort 35 II (QC35 II) Headphones. Premium Protein Leather | Soft high-Density Foam,Accessory House,6.3 x 3.94 x 0.75 ,,2019-08-14,0.2256,No,AHG-QC35-Dark Blue,Accessory House Global USA,680,HeadphoneEarpads
B07Z5YMPFM,"Wireless Earbuds Bluetooth 5.0, GPED True Wireless Earbuds Headphones with Charging Case, 20Hrs Playback, One-Step Pairing, IP67 Waterproof Stereo Bluetooth Earbuds with Mic for Android/iPhone(White)",GPED,2 x 2 x 0.8 ,,2019-10-15,0.1024,,,CH-electonic,708,Earbud
B004PO10E2,"Shure SE215-CL Professional Sound Isolating Earphones with Single Dynamic MicroDriver, Secure In-Ear Fit - Clear",,3 x 7 x 2 ,,2011-02-26,0.0768,No,SE215-CL,Photo Savings,389,Earbud
B08H8JSR7K,"[Apple MFi Certified] Lightning to 3.5mm Splitter AUX Adapter Headphone Jack for iPhone,iPhone Headphone Adapter 2 in 1 Headphone & Charger Dongle Converter for iPhone 12/11/XS/XR/X/8/7/iPad/iPod",Bentiy,4.37 x 1.37 x 0.39 ,,2020-09-08,0.07888,,,Bentiy,,
B07HJ4JFYG,"THOKWOK Motorcycle Bluetooth Headset, BT-S2 1000m Helmet Bluetooth Communication Systems Ski Helmet Headphones Bluetooth Intercom Walkie-Talkie for Snowmobile,Up to 3 Riders(Pack 1,New Version)",,,,2019-06-03,,,,THOKWOK,165353,Automotive(
B075X9M9R4,"Sony WHH900N Hear On 2 Wireless Overear Noise Cancelling High Resolution Headphones, 2.4 Ounce",Firemall LLC,1.3 x 3.5 x 2.9 ,1 Lithium Metal batteries required.,2017-09-25,1.92,No,WH-H900N,DIGITEX,1542,Over-EarHeadphones
B08H812LXK,Onido Bluetooth Earbuds Headphones Wireless True Wireless Stereo Workout in Ear Earphones with Microphone BTH-283 (White),Onido,4.05 x 3.38 x 1.65 ,2 Lithium ion batteries required. (included),2019-10-10,0.672,,,Onido-US,6824,Earbud
B08NTJWCNB,"PeohZarr Gaming Headset PS4 Headset Xbox One Headset, 7.1 Surround Sound, PC Headset with Crystal Clear Mic & Large Earpads, Compatiable with Xbox One Controller(Adapter Not Included), PS4, PS5, PC",PeohZarr,9.3 x 8.2 x 4.5 ,,2020-10-25,1.21,,D99,Orangis US,4920,VideoGames
B08PKMYZFY,"[Apple MFi Certified]Lightning to 3.5mm Audio Cable,iPhone Headphones Jack Lightning to Aux Cord for iPhone 12/12 Pro/11/11 Pro/X/XR/XS/8 7/iPad/iPod to Car/Home Stereo,Speaker,Headphone (3.3FT,Black)",Belcompany,6 x 3.7 x 0.4 ,,2020-12-11,0.05648,,,HWCX,407,HeadphoneAdapters
B088ZR785N,"Wireless Earbuds,TAGRY Bluetooth Headphones 5.0 Silver Metal Earphones Deep Bass 30H Playtime in Ear Binaural Call with Charging Case and Built in Mic for Running Workout Swimming Sport",TAGRY,3.07 x 1.77 x 1.38 ,1 Lithium ion batteries required. (included),2020-05-21,0.448,,W1,TY DIRECT,2238,Earbud
B00LICYRVW,"Audio-Technica HP-EP Replacement Earpads for M-Series Headphones,Black",,6 x 2.8 x 8.6 ,,2018-04-10,0.11264,No,HP-EP,,63,HeadphoneEarpads
B07HTB5CJL,"Girls Headphones, Bowknot Headphone，Apply Teens Child Tablet PC Android Classroom School Online Study，85dB 3.5mm Jack ，Birthday Xmas Gift ，Foldable Volume Control",JBUNION,6.49 x 4.33 x 2.36 ,,2018-09-29,1.024,No,4351504277,JBU Direct,1679,Over-EarHeadphones
B01C35JK0U,Egghead- 1000 Black Stereo Headphones,Egghead,7.5 x 5.5 x 1.5 ,,2013-06-28,0.256,No,EGG-IAG-1000-SO,,996,On-EarHeadphones
B076YMCJQS,"Premium Ear Pads Compatible with Bose SoundLink On-Ear, Bose On-Ear 2 (OE2) and Bose SoundTrue On-Ear Headphones (Black)",Accessory House,4.72 x 3.94 x 0.75 ,,2015-08-22,0.1128,No,AHG SLOE-BLACK,Accessory House Global USA,850,HeadphoneEarpads
B074SHHKB9,PS4 Gaming Headset Headphone for PC/Laptop/Xbox One with Microphone AH68 Purple,SADES,7.99 x 7.79 x 3.97 ,,2017-08-14,1.92,No,,NorthTown,4010,VideoGames
B076H13Y6V,"Valefod 4-Pack Airline Airplane Flight Adapters for Headphones, Golden Plated 3.5mm Jack",Valefod,1.5 x 1.2 x 0.39 ,,2017-10-15,0.2528,No,4332712300,Valefod-direct,875,HeadphoneAdapters
B07NZT28X8,"Professional Ear Pads for Bose Quietcomfort 15, QC15, QC25, QC35, QC2, AE2, AE2i, AE2W SoundLink Sound True Headphones Cushion Kit Covers with Premium Soft Memory Foam",Gesongzhe,6.8 x 4.2 x 1.1 ,,2019-03-31,0.3824,,,Gesongzhe,,
B01J2OSNBW,"CableCreation 6.35mm Stereo Plug to 3.5mm Stereo Jack Adaptor, 6.35mm Male to 3.5mm Female with Screw,Gold Plated",,1.97 x 1.18 x 1.18 ,,2016-07-25,0.11264,No,CX0020,CableCreation,428,Stereo1/4-inch
B08KW9M4JV,"[Apple MFi Certified] Dual Lightning iPhone Splitter,2 in 1 Dual Lightning Headphone Jack Audio + Charge Cable Compatible for iPhone 11/11 Pro/XS/XR/X 8 7,iPad,Sync Data + Music Control",esbeecables,6 x 3 x 0.3 ,,2020-10-08,0.2528,,,Zoizlla® Official Store,594,HeadphoneAdapters
B08PL22N4L,Lambskin Earpads Cushions Replacement for Bose QuietComfort QC 35 II QC35ii QC35 Headphones Sheepskin Soft Leather Ear Pads Black and Silver Color,Laifzen,7.09 x 4.13 x 0.95 ,,2021-01-12,0.4352,,,Laifzen Cushions,817,HeadphoneEarpads
B07JKZGMLC,"Bluetooth Headphones Over Ear, ELEGIANT Wireless Headphones HiFi Stereo Foldable Headset with Built-in Mic Wired and Wireless Modes Soft & Comfortable for PC Cellphone TV and More - White",ELEGIANT,7.28 x 3.14 x 7.08 ,1 Product Specific batteries required. (included),2017-03-30,1.296,No,ELEGIANTFurmores4205,Thouriguim,6415,AudioHeadphones
B08GM9NKS2,Sony WH-CH710N/B Wireless Bluetooth Noise Cancelling Headphones (Renewed),Sony,6 x 6 x 2 ,,2020-06-10,2,,WHCH710N/B,WBB LLC,655,Over-EarHeadphones
B08RBVGJ97,FUNWICT Wireless Earbuds Bluetooth 5.2 Headphones Touch Control with Charging Case True Active Noise Cancelling Built-in Mics Headphones in-Ear IPX5 Waterproof Stereo Earphones (White),FUNWICT,3.74 x 3.15 x 1.57 ,,2020-12-26,0.672,,,FUNWICT,,
B084D5C663,"Orzly Accessories Bundle Compatible for use with Nintendo Switch Lite - Protective Case & Screen Protector, USB Cable, Games Holder, Comfort Grip Case, Headphones, Thumb-Grip Pack & More - Red & White",Orzly,9.29 x 5.04 x 3.27 ,,2019-08-27,0.3664,,,Orzly Store,11674,VideoGames
B07PSM6114,TCL ELIT400NC Wireless On-Ear Headphones Hi-Res Noise Cancelling Bluetooth Headphones with 22 Hour Playtime and Fast Charge – Midnight Blue,TCL,1.89 x 7.68 x 8.86 ,1 Lithium Polymer batteries required. (included),2019-04-07,2.176,,ELIT400NCBL,,1244,Over-EarHeadphones
B081PR1RCZ,"BTU Alarm Clock Charger Power Strip Surge Protector, 4 USB Ports, 2 AC Outlets and 6ft Extension Cord Charging Station with Touch Table Lamp and Headphone Stand, for Home, Bedroom, Hotel, Office",BTU,8.74 x 7.68 x 2.2 ,,2019-11-18,2.528,,,BTUPOWER,66773,Electronics(
B08NK1CXF4,"ENFOURCLASS Kids Headphones with Noise Cancelling Microphone and Volume Control, Wired On Ear Child Headset for Phones, Tablet, PC, Laptop and Computer (Blue)",ENFOURCLASS,7.52 x 6.3 x 2.44 ,,2020-11-16,0.6144,,,Enfourclass,2235,On-EarHeadphones
B014DYJ67Q,"Samsung (2 Pack) OEM Wired 3.5mm White Headset with Microphone, Volume Control, and Call Answer End Button [EO-EG920BW] for Samsung Galaxy S6 Edge+ / S6 / S5, Galaxy Note 5/4 / Edge (Bulk Packaging)",Samsung,2 x 0.8 x 1 ,,2015-08-24,0.1808,No,EO-EG920BW,FoneM8,152,Earbud
B08PK7N24L,"TECNO True Wireless Earbuds Bluetooth 5.0, in Ear Headphones Wireless with Charging, Wireless Earphones with Microphone, Waterproof 30Hours Playing Time for iPhone and Android White H2",TECNO,2.2 x 2.2 x 2.2 ,3 Lithium Metal batteries required.,2020-12-01,0.0288,,H2-White,Tecno-Mobile-Official,2477,Earbud
B08G4JPY9H,"USB Headset with Microphone, Single-Sided Computer Headphone for PC, 270 Degree Boom Mic for Right/Left Ear, Comfort-fit Call Center Headsets with in-Cord Volume Control",EBODA USB Headset with Microphone Single-Sided Computer Headphone for PC,7.7 x 6.1 x 2.2 ,,2020-08-18,0.768,,,Mingfang LTD,56,ComputerHeadsets
B076F9GD92,JBL Lifestyle E65BTNC Over-Ear Bluetooth Noise-Canceling Headphones - Black,JBL,9 x 4 x 8 ,1 Lithium Polymer batteries required.,2017-10-13,1,No,JBLE65BTNCBLK,Tech Elements,1391,Over-EarHeadphones
B01F3DKK7Q,"Active Noise Cancelling Headphones, MONODEAL Heavy Bass Headphones Over Ear Noise Cancelling with Microphone, Wired Folding and Lightweight Travel Headset with Carrying Case",MONODEAL,6.3 x 2.8 x 3.1 ,2 AAA batteries required.,2016-05-09,0.976,No,MD-030,MonoDeals,1425,Over-EarHeadphones
B00ICREGD0,Gumy Earbud Headphones,JVC,6.89 x 1 x 2 ,,2014-04-15,0.0512,No,HAF14W,B & M Housewares,1176,Earbud
B08JCKP83Z,True Wireless Earbuds Bluetooth Headphones Touch Control with Wireless Charging Case Waterproof Hi-Fi Stereo Earphones in-Ear Built-in Mic Headset Premium Deep Bass for Sport (Black),OOX,4.1 x 2.9 x 1.8 ,1 Lithium ion batteries required. (included),2020-09-17,0.1024,,,OOX,1380,Earbud
B085ZKV6LK,TWS Bluetooth 5.0 Wireless Earbuds – Sport Headphones with Ear Hooks 35 Hour Play Time and IPX7 Waterproof Stereo Sound Earphones with Charging Case,SZC,4.5 x 4.4 x 1.8 ,,2020-03-17,1.024,,N1,High-Point,1074,Earbud
B07H7X7J75,"Bluetooth Headphones,NANAMI Bluetooth 5.0 Wireless Earbuds IPX7 Waterproof Sports in-Ear Earphones w/Mic,HiFi Stereo Deep Bass Headsets,Magnetic Neckband 10 Hours Playback for Gym Workout",NANAMI,8.2 x 5.9 x 0.8 ,1 Lithium Polymer batteries required. (included),2018-09-10,0.11264,No,NANAMI X1,Nanami Direct,1335,Earbud
B082NLP8KS,"Wireless Earbuds, VOTOMY Bluetooth 5.0 in-Ear Headphones 200 Hrs Playtime, 5D HD Stereo Sound, Mono/Share Mode, IPX7 Waterproof, 3500mAh Charging Case Built-in Mic Sports Earphones for Work and Gym",VOTOMY,3.19 x 2.13 x 1.06 ,1 Lithium ion batteries required. (included),2020-01-15,0.1024,No,V20,VOTOMY DIRECT US,2663,Earbud
B08FMGL7DZ,Wireless Earbuds Bluetooth Headphones with Touch Control and Wireless Charging Case IPX5 Waterproof Earphones Built-in Mic Headset for Sport,N\A,4.06 x 2.91 x 1.85 ,2 Lithium ion batteries required. (included),2020-08-12,0.5632,,,Yinfu,637,On-EarHeadphones
B08PC8RQ7Y,Headphone Adapter 3.5mm Jack Adapter for iPhone 12/11 pro/7/7 Plus/8/X/10/11/XR/XS/XS Max Headphone Jack Charger AUX Converter Splitter Charge & Audio Dongle Connector Earphone Adaptor Support All iOS,LLARIMIN,5.75 x 4.02 x 0.28 ,,2020-11-10,0.05072,,,Chirs-tina,577,HeadphoneAdapters
B086V6V71H,"ELEGIANT Bluetooth 5.0 Receiver, Wireless Audio Adapter Support Low Latency 3.5 mm Audio Receiver with Built-in Mic for HiFi Stereo System Car Speakers Headphones Home Music Streaming Sound System",Furmoresa,3.94 x 3.94 x 0.79 ,,2020-04-07,0.3824,,ELEGIANTFurmores4913,Yugerxing,46710,Electronics(
B07FYXV5G1,"CISNO Bluetooth Headset with Mic, Wireless Over The Head Earpiece, Noise Cancelling Headphones for Truckers Driver, Compatible with iPhone Android Samsung Galaxy Cellphone MP3, Support Play Music",CISNO,6.8 x 6.4 x 2.2 ,,2018-11-12,0.288,No,BH-M11A,USA Okeba Industries Inc.,1735,Over-EarHeadphones
B07XDH13DM,"HolyHigh Wireless Earbuds Bluetooth 5.0 IPX7 Waterproof, True Wireless Headphones 26H Long Playtime with Charging Case, Build-in Mic in Ear Sports Earbuds for Android",HolyHigh,3.52 x 2.44 x 1.24 ,,2019-09-05,0.4848,,,HolyHigh US,1261,Earbud
B08LYSH27X,"[Apple MFi Certified] Lightning to 3.5mm Headphone Jack Adapter(2Pack), Dual Ports Dongle Charge Jack+AUX Audio 3.5mm for iPhone 12 Series/SE 2020/11/11 Pro/X/XS/XR/8/8P/7/7P, Support All iOS System",esbeecables,3.8 x 2.1 x 1.4 ,,2020-11-08,0.02816,,,MAZIORT®,1242,HeadphoneAdapters
B081TTQJ6J,"Noise Cancelling Headphones for Sleeping, Sleep Headphones Sleepphones, Bluetooth Headband Sleeping Headphones for Women Men Office Travel, Wireless Music Eye Mask, Built-in HiFi Speakers Microphone",WU-MINGLU129,6.29 x 4.72 x 1.57 ,1 Lithium Polymer batteries required.,2019-12-06,0.896,,Sleep Headphones,XUANR,598,Over-EarHeadphones
B08RDCZDX7,Wireless in Ear True Earbuds Bluetooth Waterproof IPX7 Headphones v5.1 with HD LED Display Fast Charging Battery Capacity: 2000 MAH Power Bank Headset Built in Mic HiFi Stereo in Black Sports,generic,4.1 x 1.9 x 4.5 ,3 Lithium ion batteries required. (included),2020-12-28,0.496,,M10A,AYEZA,6266,Earbud
B00M1B2FCC,"House of Marley, Smile Jamaica Wired In-Ear Headphones - In-line Microphone with 1-Button Remote, Noise Isolating, Durable, Tangle Free Cable, EM-JE041-RA Rasta",House of Marley,2.76 x 1.57 x 0.79 ,,2014-07-23,0.1016,Yes,EM-JE041-RA,New Gifts 4 All,2846,Earbud
B085LVV8R7,"Sennheiser Momentum True Wireless 2 - Bluetooth in-Ear Buds with Active Noise Cancellation, Smart Pause, Customizable Touch Control and 28-Hour Battery Life - Black (M3IETW2 Black)",Sennheiser,6.69 x 4.53 x 1.77 ,1 Lithium ion batteries required.,2020-03-13,1.52,No,M3IETW2 (Black),BrandsWalk,293,Earbud
B01MRPYQ7M,Bluetooth Hat Women Bluetooth Beanie V5.0 Wireless Beanie Headset Headphones Stereo Over Ear Music Audio Handsfree Outdoor Sports Earphones with Mic Speaker Unisex Men Boys Girls Gifts Winter Cap,Fashionlive,9.17 x 9.06 x 3.78 ,,2016-11-26,0.928,No,Women Bluetooth Beanie,Fashionlive,446,Over-EarHeadphones
B06XZ7Q6QW,"Blue Satellite Premium Wireless Noise-Cancelling Headphones with Audiophile Amp (Black), (7105)",,3 x 9 x 9.5 ,1 Lithium ion batteries required. (included),2017-04-27,1.65,No,7105,REFURB 360,1295,Over-EarHeadphones
B07RNK2SW1,"Bluetooth Headphones Over-Ear, PowerLocus Wireless Headphones, Hi-Fi Stereo Deep Bass, Soft Earmuffs Foldable Headphone with Built-in Microphone, Wireless and Wired Headset for Cell Phones,Tablets, PC",PowerLocus,7.7 x 6.4 x 3.8 ,1 C batteries required. (included),2019-05-17,1.008,,,Sampell,1862,Over-EarHeadphones
B00W87LKWA,Roberts Fojjers Special Foldable Over The Head Stereo Dj Headphone 3.5 Mm for Pc Tablet Music Video & All Other Music Players. (Purple),Roberts,6.5 x 4 x 2.5 ,,2015-04-16,0.6368,No,79647924765,Priority Sales Inc,860,On-EarHeadphones
B08MDVSZRR,"USB Type C Earphones Stereo in Ear Earbuds Headphones White Bass Earbud with Volume Control Compatible Compatible with Google Pixel 4 3 2 XL,Sony XZ2, OnePlus 6T,MacBook,iPad Pro 2018",stone company,1.97 x 0.79 x 1.97 ,,2019-12-20,0.2528,,,stone company,3992,Earbud
B0855KL3DG,"Giveet Wireless Headphones for TV Watching w/Bluetooth Transmitter, Support RCA, 3.5mm AUX Audio Out, High Volume Headset Ideal for Seniors & Hearing Impaired, Plug n Play, No Audio Delay",JGZH,7.09 x 4.72 x 0.43 ,2 Lithium ion batteries required. (included),2020-02-25,0.848,,BTWH-035,JGZHDirect-US,6553,VideoGames
B07HT9VHB8,Pro Gaming Headset for PC PS4 Xbox One Surround Sound Over-Ear Headphones with Mic LED Light Bass Surround Soft Memory Earmuffs for Computer Laptop Switch Games Kid’s Boy’s Teen’s Gifts,Gxbluemaster,8.2 x 7.8 x 3.9 ,,2018-09-29,2.56,No,8541666086,Gxbluemaster,13318,VideoGames
B07GRTMK86,"Gaming Headset for Xbox One, PS4, Nintendo Switch, ifmeyasi Stereo Bass Surround 3.5mm Headsets, Over-Ear Headphones with Noise Cancelling Micophone for Laptop PC Mac iPad Smartphones (Green)",mengyasi,8.27 x 7.17 x 3.39 ,,2018-08-23,2.176,No,WLT-00020,mengyasi,2207,VideoGames
B08C53MPNB,USB RGB Headphone Stand with 3 USB 3.0 Ports RGB Lights Trusyo Audio The Portal Ultimate Gaming Accessories,Trusyo Audio,11.97 x 8.98 x 7.72 ,,2020-07-01,1.55,,,Trusyo Audio,273,HeadphoneStands
B01N2U7EHW,"VCOM Kids Headphones, Wired Princess Headset Adjustable Stereo Music Earphones with Microphone & Volume Limiting Feature, 3.5mm Audio Jack for Children Toddler Girls Kindergarten Home Travel (Purple)",VCOM International Ltd,3.27 x 1.38 x 2.17 ,,2016-12-15,1.76,No,,VCOM International Ltd,2353,Over-EarHeadphones
B08JG35CSL,"TURN RAISE Upgraded Stereo Gaming Headset for PS4, PC, Xbox One Controller, LED Light, Noise Cancelling Over Ear Headphones with Mic, PS4 Headset for Laptop, PC, Tablet, Smartphones",TURN RAISE,9.72 x 8.98 x 3.62 ,,2019-02-16,1.296,,,TurnRaiseDirect,37503,VideoGames
B07ZR64JXK,"BRDOOGU Bluetooth 5.0 Wireless Earbuds,Truly Wireless Sport Headphones IPX5 Waterproof Wireless Earphones 50H Cycle Play Time,with Charging Case 1000mAh Built-in Microphone-Rose Gold",JIPINRUI,2.95 x 2.11 x 1.18 ,,2019-10-29,0.056,,,JIPINRUI,1372,Earbud
B08K4FLP62,"Wireless Earbuds, Snoky N8 Bluetooth 5.0 Earbuds Deep Bass IPX7 Waterproof Binaural Calls in-Ear Headphones Earphones True Wireless Earbuds with Charging Case Built in Dual Mic for Sports Gym Black",Snoky,4.4 x 4.3 x 1.6 ,,2020-09-26,0.896,,,XITEN,3220,Earbud
B087JCV6WR,Kids Headphones for School Children- SIMILKY Stereo Tangle-Free 3.5mm Jack Wired Cord On-Ear Headset for Children 8-15 Years Old (New Pink Wireless),SIMILKY,6.89 x 6.65 x 2.83 ,,2018-08-27,0.96,No,,SIMILKY,1671,On-EarHeadphones
B08JP12NMZ,"iLuv TB200 Gold True Wireless Earbuds Cordless in-Ear Bluetooth 5.0 with Hands-Free Call MEMS Microphone, IPX6 Waterproof Protection, Long Playtime; Includes Compact Charging Case & 4 Ear Tips",iLuv,3.9 x 3.9 x 1.5 ,,2020-11-01,0.6368,,TB200GD,iLuv,2549,Earbud
B08HRRVJGX,"SLuB Bone Conduction Headphones,Bluetooth 5.0 Open-Ear Wireless Earphones,Waterproof and Sweatproof Sports Headset,High Sound Quality,Large Capacity Battery(Black)",mingchengtong,6.5 x 4.37 x 2.05 ,,2020-09-10,0.10608,,,SLUB,1500,On-EarHeadphones
B08RXY74X7,"2 Pack Headphones Jack Adapter for iPhone, Lightning to 3.5 mm Splitter AUX Adapter Headphone Jack 2 in 1 AUX Audio + Charge Cable Dongle for iPhone 12/11/XS/XR/X/8/7/iPad/iPod Support All iOS",MICROCASE,6.97 x 2.84 x 0.32 ,,2021-01-03,0.05072,,,Aishengpin,671,HeadphoneAdapters
B07X23SVD3,1M /3.3FT USB Type C Fast Charger Charging Power Supply Cable Cord Line Compatible with Bose Noise Cancelling Headphones 700 (White),Riocean,4.21 x 2.64 x 0.55 ,,2019-08-29,0.1968,,,Riocean,4835,USBCables
B0836G8JSF,"Sleep Headphones, MUSICBEE Bluetooth Sports Headband & Ear Warmers, Bluetooth 5.0 Ultra-Thin HD Stereo Speakers are Ideal for Exercise, Side Lying, Yoga, Insomnia, Jogging, Air Travel, Meditation",MUSICBEE,9.84 x 3.54 x 0.79 ,1 Lithium ion batteries required. (included),2020-04-24,0.5648,No,VG009,Raymall-US,1685,Over-EarHeadphones
B085ZV4PDF,"Xbox Headset, Stereo Surround Sound Gaming Headset for PS4, PS5, PC, Xbox One, Noise Cancelling Over Ear Headphones with Mic for Laptop Mac Nintendo Switch Games","SHENZHEN SADES DIGITAL TECHNOLOGY CO.,LTD.",7.09 x 4.33 x 8.27 ,,2020-03-16,1.14,No,SA810,Gaming Winner,43619,VideoGames
